Technology (Process),PyPSA technology,Sector,Set,Description,Activity unit,Capacity unit,Type,Primary commodity group,Time slice level,Vintage,Aggregation Level 1
MINBIOBOU,SUP_IRE_MT_-,SUP,.MIN.IRE.,Boues production,MT,-,IRE,BIOBOU,ANNUAL,"0,00",SUP_IRE_MT_-
MINBIOCPS,Local production,SUP,.MIN.IRE.,Wood Chips production,PJ,-,IRE,BIOCPS,ANNUAL,"0,00",SUP_IRE_PJ_-
MINBIOCRP11,Local production,SUP,.MIN.IRE.,Starch crop production 1,PJ,-,IRE,BIOCRP1,ANNUAL,"0,00",SUP_IRE_PJ_-
MINBIOCUL,SUP_IRE_MT_-,SUP,.MIN.IRE.,Culture pour biometh Production,MT,-,IRE,BIOCUL,ANNUAL,"0,00",SUP_IRE_MT_-
MINBIOEFF,SUP_IRE_MT_-,SUP,.MIN.IRE.,Effluents production,MT,-,IRE,BIOEFF,ANNUAL,"0,00",SUP_IRE_MT_-
MINBIOGAS,Local production,SUP,.MIN.IRE.,Ressources biogas industriel/biométh déjà en place,PJ,-,IRE,BIOGAS,ANNUAL,"0,00",SUP_IRE_PJ_-
MINBIOGZH,Local production,SUP,.MIN.IRE.,Biogas injected,PJ,-,IRE,BIOGZH,ANNUAL,"0,00",SUP_IRE_PJ_-
MINBIOLOG,Local production,SUP,.MIN.IRE.,Wood Logs production,PJ,-,IRE,BIOLOG,ANNUAL,"0,00",SUP_IRE_PJ_-
MINBIORPS1,Local production,SUP,.MIN.IRE.,Rape seed production 1,PJ,-,IRE,BIORPS,ANNUAL,"0,00",SUP_IRE_PJ_-
MINBIOSLU,Local production,SUP,.MIN.IRE.,Sludge Production,PJ,-,IRE,BIOSLU,ANNUAL,"0,00",SUP_IRE_PJ_-
MINBIOSLUH,SUP_IRE_MT_-,SUP,.MIN.IRE.,Sludge Production (methanation),MT,-,IRE,BIOSLUH,ANNUAL,"0,00",SUP_IRE_MT_-
MINCETGAS,Local production,SUP,.MIN.IRE.,Biogas CET Production,PJ,-,IRE,BIOGAS,ANNUAL,"0,00",SUP_IRE_PJ_-
MINMBOWOO1,SUP_IRE_T_-,SUP,.MIN.IRE.,Source wood industry : foret,T,-,IRE,MBOWOO,ANNUAL,"0,00",SUP_IRE_T_-
MINMCOWIM1,SUP_IRE_T_-,SUP,.MIN.IRE.,Source lait,T,-,IRE,MCOWIM,ANNUAL,"0,00",SUP_IRE_T_-
MINMCUPDT,SUP_IRE_T_-,SUP,.MIN.IRE.,Source : pdt,T,-,IRE,MCUPDT,ANNUAL,"0,00",SUP_IRE_T_-
MINMGHRYC1,SUP_IRE_T_-,SUP,.MIN.IRE.,Source Glass: Recycled,T,-,IRE,MGHRYC,ANNUAL,"0,00",SUP_IRE_T_-
MINMISGBE1,SUP_IRE_T_-,SUP,.MIN.IRE.,Source betterave,T,-,IRE,MISGBE,ANNUAL,"0,00",SUP_IRE_T_-
MINMISORE1,SUP_IRE_T_-,SUP,.MIN.IRE.,Source Iron&Steel: Ore,T,-,IRE,MISORE,ANNUAL,"0,00",SUP_IRE_T_-
MINMISOXY1,SUP_IRE_T_-,SUP,.MIN.IRE.,Source Iron&Steel: Oxygen,T,-,IRE,MISOXY,ANNUAL,"0,00",SUP_IRE_T_-
MINMISQLI1,SUP_IRE_T_-,SUP,.MIN.IRE.,Source Iron&Steel: Quick Lime,T,-,IRE,MISQLI,ANNUAL,"0,00",SUP_IRE_T_-
MINMISSCR1,SUP_IRE_T_-,SUP,.MIN.IRE.,Source Iron&Steel: Scrap Iron,T,-,IRE,MISSCR,ANNUAL,"0,00",SUP_IRE_T_-
MINMLMSTN1,SUP_IRE_T_-,SUP,.MIN.IRE.,Source Lime: Limestone,T,-,IRE,MLMSTN,ANNUAL,"0,00",SUP_IRE_T_-
MINMPPNOH1,SUP_IRE_T_-,SUP,.MIN.IRE.,Source Paper: Sodium Hydraxide,T,-,IRE,MPPNOH,ANNUAL,"0,00",SUP_IRE_T_-
MINMPPOXY1,SUP_IRE_T_-,SUP,.MIN.IRE.,Source Paper: Oxygen,T,-,IRE,MPPOXY,ANNUAL,"0,00",SUP_IRE_T_-
MINMPPWOO1,SUP_IRE_T_-,SUP,.MIN.IRE.,Source Paper: Wood,T,-,IRE,MPPWOO,ANNUAL,"0,00",SUP_IRE_T_-
MINNREWST,Waste Non-Renewable Production,SUP,.MIN.IRE.,Waste Non-Renewable Production,PJ,-,IRE,NREWST,ANNUAL,"0,00",SUP_IRE_PJ_-
MINRENGEO,Geothermal Potential,SUP,.MIN.IRE.,Geothermal Potential,PJ,-,IRE,RENGEO,ANNUAL,"0,00",SUP_IRE_PJ_-
MINRENHYD,Hydro Potential,SUP,.MIN.IRE.,Hydro Potential,PJ,-,IRE,RENHYD,ANNUAL,"0,00",SUP_IRE_PJ_-
MINRENSOL,Solar Potential,SUP,.MIN.IRE.,Solar Potential,PJ,-,IRE,RENSOL,ANNUAL,"0,00",SUP_IRE_PJ_-
MINRENWIN,Wind Potential,SUP,.MIN.IRE.,Wind Potential,PJ,-,IRE,RENWIN,ANNUAL,"0,00",SUP_IRE_PJ_-
NECDEMAND00,Non-energy,IND,.DMD.,NEC.Non Energy Consumption.Chemicals.00.,PJ,PJA,DMD,NEC,ANNUAL,"0,00",IND_DMD_PJ_PJA
NEODEMAND00,Non-energy,IND,.DMD.,NEO.Non Energy Consumption.Others.00.,PJ,PJA,DMD,NEO,ANNUAL,"0,00",IND_DMD_PJ_PJA
RCDRELC100,residential electrical appliances,RSD,.DMD.,Rsd.Cloth Drying.ELC.00.Cloth Dryer.,PJ,PJA,DMD,RCDR,ANNUAL,"0,00",RSD_DMD_PJ_PJA
RCDRELC201,residential electrical appliances,RSD,.DMD.,Cloth drying medium efficiency,PJ,PJA,DMD,RCDR,ANNUAL,"0,00",RSD_DMD_PJ_PJA
RCOKCOA100,residential gas appliances,RSD,.DMD.,Rsd.Cooking.COA.00.Stove.,PJ,PJA,DMD,RCOK,ANNUAL,"0,00",RSD_DMD_PJ_PJA
RCOKELC100,residential electrical appliances,RSD,.DMD.,Rsd.Cooking.ELC.00.Stove.,PJ,PJA,DMD,RCOK,ANNUAL,"0,00",RSD_DMD_PJ_PJA
RCOKELC101,residential electrical appliances,RSD,.DMD.,cooking electric stove,PJ,PJA,DMD,RCOK,ANNUAL,"0,00",RSD_DMD_PJ_PJA
RCOKGAS101,residential gas appliances,RSD,.DMD.,cooking gas stove,PJ,PJA,DMD,RCOK,ANNUAL,"0,00",RSD_DMD_PJ_PJA
RCOKGMX100,residential gas appliances,RSD,.DMD.,Rsd.Cooking.GAS.00.Stove.,PJ,PJA,DMD,RCOK,ANNUAL,"0,00",RSD_DMD_PJ_PJA
RCOKLOG100,residential gas appliances,RSD,.DMD.,Rsd.Cooking.LOG.00.Stove.,PJ,PJA,DMD,RCOK,ANNUAL,"0,00",RSD_DMD_PJ_PJA
RCOKLPG100,residential gas appliances,RSD,.DMD.,Rsd.Cooking.LPG.00.Stove.,PJ,PJA,DMD,RCOK,ANNUAL,"0,00",RSD_DMD_PJ_PJA
RCWAELC100,residential electrical appliances,RSD,.DMD.,Rsd.Cloth Washing.ELC.00.Cloth Washer.,PJ,PJA,DMD,RCWA,ANNUAL,"0,00",RSD_DMD_PJ_PJA
RCWAELC101,residential electrical appliances,RSD,.DMD.,Electric Washing Machine,PJ,PJA,DMD,RCWA,ANNUAL,"0,00",RSD_DMD_PJ_PJA
RCWAELC200,residential electrical appliances,RSD,.DMD.,Rsd.Cloth Washing.ELC.00.Cloth Washer+dryer.,PJ,PJA,DMD,RCWA,ANNUAL,"0,00",RSD_DMD_PJ_PJA
RDWAELC100,residential electrical appliances,RSD,.DMD.,Rsd.Dish Washing.ELC.00.Dish Washer.,PJ,PJA,DMD,RDWA,ANNUAL,"0,00",RSD_DMD_PJ_PJA
RDWAELC101,residential electrical appliances,RSD,.DMD.,Dish Washer medium efficiency (D),PJ,PJA,DMD,RDWA,ANNUAL,"0,00",RSD_DMD_PJ_PJA
RDW_R_2Fac,Buildings: built area,RSD,.DMD.,Existing Building_2 façades,MM2,MM2-A,DMD,R_2Fac,ANNUAL,"1,00",RSD_DMD_MM2_MM2-A
RDW_R_3Fac,Buildings: built area,RSD,.DMD.,Existing Building_3 façades,MM2,MM2-A,DMD,R_3Fac,ANNUAL,"1,00",RSD_DMD_MM2_MM2-A
RDW_R_4Fac,Buildings: built area,RSD,.DMD.,Existing Building_4 façades,MM2,MM2-A,DMD,R_4Fac,ANNUAL,"1,00",RSD_DMD_MM2_MM2-A
RDW_R_Appa,Buildings: built area,RSD,.DMD.,Existing Building_Appart,MM2,MM2-A,DMD,R_Appa,ANNUAL,"1,00",RSD_DMD_MM2_MM2-A
RDW_R_N2F,Buildings: built area,RSD,.DMD.,New Residential Building 2Fac,MM2,MM2-A,DMD,R_N2Fac,ANNUAL,"1,00",RSD_DMD_MM2_MM2-A
RDW_R_N3F,Buildings: built area,RSD,.DMD.,New Residential Building 3Fac,MM2,MM2-A,DMD,R_N3Fac,ANNUAL,"1,00",RSD_DMD_MM2_MM2-A
RDW_R_N4F,Buildings: built area,RSD,.DMD.,New Residential Building 4Fac,MM2,MM2-A,DMD,R_N4Fac,ANNUAL,"1,00",RSD_DMD_MM2_MM2-A
RDW_R_NAP,Buildings: built area,RSD,.DMD.,New Residential Building App,MM2,MM2-A,DMD,R_NAppa,ANNUAL,"1,00",RSD_DMD_MM2_MM2-A
RH2FCOA100,space heating residential,RSD,.PRE.,Rsd.Space Heat.Dwelling.2F.COA.00.Furnace.,PJ,GW,PRE,RH2FCOA100_NRGO,ANNUAL,"0,00",RSD_PRE_PJ_GW
RH2FELC100,space heating residential,RSD,.PRE.,Rsd.Space Heat.Dwelling.2F.ELC.00.Resistance.,PJ,GW,PRE,RH2FELC100_NRGO,ANNUAL,"0,00",RSD_PRE_PJ_GW
RH2FELC200,space heating residential,RSD,.PRE.,Rsd.Space Heat.Dwelling.2F.ELC.00.Heat Pump.,PJ,GW,PRE,RH2FELC200_NRGO,ANNUAL,"0,00",RSD_PRE_PJ_GW
RH2FELCHPN2,space heating residential,RSD,.PRE.,Air heat pump with electric boiler-RH2F-New2,PJ,GW,PRE,RH2F,ANNUAL,"1,00",RSD_PRE_PJ_GW
RH2FELCN1,space heating residential,RSD,.PRE.,Electric radiators-RH2F-New1,PJ,GW,PRE,RH2F,ANNUAL,"1,00",RSD_PRE_PJ_GW
RH2FGEO100,space heating residential,RSD,.PRE.,Rsd.Space Heat.Dwelling.2F.GEO.00.Furnace.,PJ,GW,PRE,RH2FGEO100_NRGO,ANNUAL,"0,00",RSD_PRE_PJ_GW
RH2FGMX100,space heating residential,RSD,.PRE.,Rsd.Space Heat.Dwelling.2F.GMX.00.Furnace.,PJ,GW,PRE,RH2FGMX100_NRGO,ANNUAL,"0,00",RSD_PRE_PJ_GW
RH2FGMXN1,space heating residential,RSD,.PRE.,Natural gas stove condensing-RH2F-New1,PJ,GW,PRE,RH2F,ANNUAL,"1,00",RSD_PRE_PJ_GW
RH2FHETN1,space heating residential,RSD,.PRE.,District heat exchanger.HeatHotwater-RH2F-New1,PJ,GW,PRE,RH2FHETN1_NRGO,ANNUAL,"1,00",RSD_PRE_PJ_GW
RH2FLOG100,space heating residential,RSD,.PRE.,Rsd.Space Heat.Dwelling.2F.LOG.00.Stove.,PJ,GW,PRE,RH2FLOG100_NRGO,ANNUAL,"0,00",RSD_PRE_PJ_GW
RH2FLPG100,space heating residential,RSD,.PRE.,Rsd.Space Heat.Dwelling.2F.LPG.00.Furnace.,PJ,GW,PRE,RH2FLPG100_NRGO,ANNUAL,"0,00",RSD_PRE_PJ_GW
RH2FOIL100,space heating residential,RSD,.PRE.,Rsd.Space Heat.Dwelling.2F.OIL.00.Furnace.,PJ,GW,PRE,RH2FOIL100_NRGO,ANNUAL,"0,00",RSD_PRE_PJ_GW
RH2FOILN1,space heating residential,RSD,.PRE.,Oil boiler condensing-RH2F-New1,PJ,GW,PRE,RH2F,ANNUAL,"1,00",RSD_PRE_PJ_GW
RH2FPEL100,space heating residential,RSD,.PRE.,Rsd.Space Heat.Dwelling.2F.PEL.00.Stove.,PJ,GW,PRE,RH2FPEL100_NRGO,ANNUAL,"0,00",RSD_PRE_PJ_GW
RH3FCOA100,space heating residential,RSD,.PRE.,Rsd.Space Heat.Dwelling.3F.COA.00.Furnace.,PJ,GW,PRE,RH3FCOA100_NRGO,ANNUAL,"0,00",RSD_PRE_PJ_GW
RH3FELC100,space heating residential,RSD,.PRE.,Rsd.Space Heat.Dwelling.3F.ELC.00.Resistance.,PJ,GW,PRE,RH3FELC100_NRGO,ANNUAL,"0,00",RSD_PRE_PJ_GW
RH3FELC200,space heating residential,RSD,.PRE.,Rsd.Space Heat.Dwelling.3F.ELC.00.Heat Pump.,PJ,GW,PRE,RH3FELC200_NRGO,ANNUAL,"0,00",RSD_PRE_PJ_GW
RH3FELCHPN2,space heating residential,RSD,.PRE.,Air heat pump with electric boiler-RH3F-New2,PJ,GW,PRE,RH3F,ANNUAL,"1,00",RSD_PRE_PJ_GW
RH3FELCN1,space heating residential,RSD,.PRE.,Electric radiators-RH3F-New1,PJ,GW,PRE,RH3F,ANNUAL,"1,00",RSD_PRE_PJ_GW
RH3FGEO100,space heating residential,RSD,.PRE.,Rsd.Space Heat.Dwelling.3F.GEO.00.Furnace.,PJ,GW,PRE,RH3FGEO100_NRGO,ANNUAL,"0,00",RSD_PRE_PJ_GW
RH3FGMX100,space heating residential,RSD,.PRE.,Rsd.Space Heat.Dwelling.3F.GMX.00.Furnace.,PJ,GW,PRE,RH3FGMX100_NRGO,ANNUAL,"0,00",RSD_PRE_PJ_GW
RH3FGMXN1,space heating residential,RSD,.PRE.,Natural gas stove condensing-RH3F-New1,PJ,GW,PRE,RH3F,ANNUAL,"1,00",RSD_PRE_PJ_GW
RH3FHETN1,space heating residential,RSD,.PRE.,District heat exchanger.HeatHotwater-RH3F-New1,PJ,GW,PRE,RH3FHETN1_NRGO,ANNUAL,"1,00",RSD_PRE_PJ_GW
RH3FLOG100,space heating residential,RSD,.PRE.,Rsd.Space Heat.Dwelling.3F.LOG.00.Stove.,PJ,GW,PRE,RH3FLOG100_NRGO,ANNUAL,"0,00",RSD_PRE_PJ_GW
RH3FLPG100,space heating residential,RSD,.PRE.,Rsd.Space Heat.Dwelling.3F.LPG.00.Furnace.,PJ,GW,PRE,RH3FLPG100_NRGO,ANNUAL,"0,00",RSD_PRE_PJ_GW
RH3FOIL100,space heating residential,RSD,.PRE.,Rsd.Space Heat.Dwelling.3F.OIL.00.Furnace.,PJ,GW,PRE,RH3FOIL100_NRGO,ANNUAL,"0,00",RSD_PRE_PJ_GW
RH3FOILN1,space heating residential,RSD,.PRE.,Oil boiler condensing -RH3F-New1,PJ,GW,PRE,RH3F,ANNUAL,"1,00",RSD_PRE_PJ_GW
RH3FPEL100,space heating residential,RSD,.PRE.,Rsd.Space Heat.Dwelling.3F.PEL.00.Stove.,PJ,GW,PRE,RH3FPEL100_NRGO,ANNUAL,"0,00",RSD_PRE_PJ_GW
RH4FCOA100,space heating residential,RSD,.PRE.,Rsd.Space Heat.Dwelling.4F.COA.00.Furnace.,PJ,GW,PRE,RH4FCOA100_NRGO,ANNUAL,"0,00",RSD_PRE_PJ_GW
RH4FELC100,space heating residential,RSD,.PRE.,Rsd.Space Heat.Dwelling.4F.ELC.00.Resistance.,PJ,GW,PRE,RH4FELC100_NRGO,ANNUAL,"0,00",RSD_PRE_PJ_GW
RH4FELC200,space heating residential,RSD,.PRE.,Rsd.Space Heat.Dwelling.4F.ELC.00.Heat Pump.,PJ,GW,PRE,RH4FELC200_NRGO,ANNUAL,"0,00",RSD_PRE_PJ_GW
RH4FELCHPN2,space heating residential,RSD,.PRE.,Air heat pump with electric boiler-RH4F-New2,PJ,GW,PRE,RH4F,ANNUAL,"1,00",RSD_PRE_PJ_GW
RH4FELCN1,space heating residential,RSD,.PRE.,Electric radiators-RH4F-New1,PJ,GW,PRE,RH4F,ANNUAL,"1,00",RSD_PRE_PJ_GW
RH4FGEO100,space heating residential,RSD,.PRE.,Rsd.Space Heat.Dwelling.4F.GEO.00.Furnace.,PJ,GW,PRE,RH4FGEO100_NRGO,ANNUAL,"0,00",RSD_PRE_PJ_GW
RH4FGMX100,space heating residential,RSD,.PRE.,Rsd.Space Heat.Dwelling.4F.GMX.00.Furnace.,PJ,GW,PRE,RH4FGMX100_NRGO,ANNUAL,"0,00",RSD_PRE_PJ_GW
RH4FGMXN1,space heating residential,RSD,.PRE.,Natural gas stove condensing-RH4F-New1,PJ,GW,PRE,RH4F,ANNUAL,"1,00",RSD_PRE_PJ_GW
RH4FHETN1,space heating residential,RSD,.PRE.,District heat exchanger.HeatHotwater-RH4F-New1,PJ,GW,PRE,RH4FHETN1_NRGO,ANNUAL,"1,00",RSD_PRE_PJ_GW
RH4FLOG100,space heating residential,RSD,.PRE.,Rsd.Space Heat.Dwelling.4F.LOG.00.Stove.,PJ,GW,PRE,RH4FLOG100_NRGO,ANNUAL,"0,00",RSD_PRE_PJ_GW
RH4FLPG100,space heating residential,RSD,.PRE.,Rsd.Space Heat.Dwelling.4F.LPG.00.Furnace.,PJ,GW,PRE,RH4FLPG100_NRGO,ANNUAL,"0,00",RSD_PRE_PJ_GW
RH4FOIL100,space heating residential,RSD,.PRE.,Rsd.Space Heat.Dwelling.4F.OIL.00.Furnace.,PJ,GW,PRE,RH4FOIL100_NRGO,ANNUAL,"0,00",RSD_PRE_PJ_GW
RH4FOILN1,space heating residential,RSD,.PRE.,Oil boiler condensing -RH4F-New1,PJ,GW,PRE,RH4F,ANNUAL,"1,00",RSD_PRE_PJ_GW
RH4FPEL100,space heating residential,RSD,.PRE.,Rsd.Space Heat.Dwelling.4F.PEL.00.Stove.,PJ,GW,PRE,RH4FPEL100_NRGO,ANNUAL,"0,00",RSD_PRE_PJ_GW
RHAPCOA100,space heating residential,RSD,.PRE.,Rsd.Space Heat.Dwelling.AP.COA.00.Furnace.,PJ,GW,PRE,RHAPCOA100_NRGO,ANNUAL,"0,00",RSD_PRE_PJ_GW
RHAPELC100,space heating residential,RSD,.PRE.,/,PJ,GW,PRE,RHAPELC100_NRGO,ANNUAL,"0,00",RSD_PRE_PJ_GW
RHAPELC200,space heating residential,RSD,.PRE.,Rsd.Space Heat.Dwelling.AP.ELC.00.Heat Pump.,PJ,GW,PRE,RHAPELC200_NRGO,ANNUAL,"0,00",RSD_PRE_PJ_GW
RHAPELCHPN2,space heating residential,RSD,.PRE.,Air heat pump with electric boiler-RHAP-New2,PJ,GW,PRE,RHAP,ANNUAL,"1,00",RSD_PRE_PJ_GW
RHAPELCN1,space heating residential,RSD,.PRE.,Electric radiators-RHAP-New1,PJ,GW,PRE,RHAP,ANNUAL,"1,00",RSD_PRE_PJ_GW
RHAPGEO100,space heating residential,RSD,.PRE.,Rsd.Space Heat.Dwelling.AP.GEO.00.Furnace.,PJ,GW,PRE,RHAPGEO100_NRGO,ANNUAL,"0,00",RSD_PRE_PJ_GW
RHAPGMX100,space heating residential,RSD,.PRE.,Rsd.Space Heat.Dwelling.AP.GMX.00.Furnace.,PJ,GW,PRE,RHAPGMX100_NRGO,ANNUAL,"0,00",RSD_PRE_PJ_GW
RHAPGMXN2,space heating residential,RSD,.PRE.,Natural gas boiler condensing-RHAP-New2,PJ,GW,PRE,RHAPGMXN2_NRGO,ANNUAL,"1,00",RSD_PRE_PJ_GW
RHAPHETN1,space heating residential,RSD,.PRE.,District heat exchanger.HeatHotwater-RHAP-New1,PJ,GW,PRE,RHAPHETN1_NRGO,ANNUAL,"1,00",RSD_PRE_PJ_GW
RHAPLOG100,space heating residential,RSD,.PRE.,Rsd.Space Heat.Dwelling.AP.LOG.00.Stove.,PJ,GW,PRE,RHAPLOG100_NRGO,ANNUAL,"0,00",RSD_PRE_PJ_GW
RHAPLPG100,space heating residential,RSD,.PRE.,Rsd.Space Heat.Dwelling.AP.LPG.00.Furnace.,PJ,GW,PRE,RHAPLPG100_NRGO,ANNUAL,"0,00",RSD_PRE_PJ_GW
RHAPOIL100,space heating residential,RSD,.PRE.,Rsd.Space Heat.Dwelling.AP.OIL.00.Furnace.,PJ,GW,PRE,RHAPOIL100_NRGO,ANNUAL,"0,00",RSD_PRE_PJ_GW
RHAPOILN1,space heating residential,RSD,.PRE.,Oil boiler condensing -RHAP-New1,PJ,GW,PRE,RHAP,ANNUAL,"1,00",RSD_PRE_PJ_GW
RHAPPEL100,space heating residential,RSD,.PRE.,Rsd.Space Heat.Dwelling.AP.PEL.00.Stove.,PJ,GW,PRE,RHAPPEL100_NRGO,ANNUAL,"0,00",RSD_PRE_PJ_GW
RHN2FELCHPN2,space heating residential,RSD,.PRE.,Air heat pump with electric boiler-RHN2F-New2,PJ,GW,PRE,RHN2F,ANNUAL,"1,00",RSD_PRE_PJ_GW
RHN3FELCHPN2,space heating residential,RSD,.PRE.,Air heat pump with electric boiler-RHN3F-New2,PJ,GW,PRE,RHN3F,ANNUAL,"1,00",RSD_PRE_PJ_GW
RHN4FELCHPN2,space heating residential,RSD,.PRE.,Air heat pump with electric boiler-RHN4F-New2,PJ,GW,PRE,RHN4F,ANNUAL,"1,00",RSD_PRE_PJ_GW
RHNAPELCHPN2,space heating residential,RSD,.PRE.,Air heat pump with electric boiler-RHNAP-New2,PJ,GW,PRE,RHNAP,ANNUAL,"1,00",RSD_PRE_PJ_GW
RLIGELC200,residential electrical appliances,RSD,.DMD.,Rsd.Lighting.ELC.00.Incandescent Improved.,PJ,PJA,DMD,RLIG,ANNUAL,"0,00",RSD_DMD_PJ_PJA
RLIGELC300,residential electrical appliances,RSD,.DMD.,Rsd.Lighting.ELC.00.Halogen.,PJ,PJA,DMD,RLIG,ANNUAL,"0,00",RSD_DMD_PJ_PJA
RLIGELC400,residential electrical appliances,RSD,.DMD.,Rsd.Lighting.ELC.00.Fluorescent.,PJ,PJA,DMD,RLIG,ANNUAL,"0,00",RSD_DMD_PJ_PJA
RLIGELC401,residential electrical appliances,RSD,.DMD.,LED lighting system,PJ,PJA,DMD,RLIG,ANNUAL,"0,00",RSD_DMD_PJ_PJA
RLIGELC500,residential electrical appliances,RSD,.DMD.,Rsd.Lighting.ELC.00.LED.,PJ,PJA,DMD,RLIG,ANNUAL,"0,00",RSD_DMD_PJ_PJA
ROELELC100,residential electrical appliances,RSD,.DMD.,Rsd.Other Electricity.ELC.00.Other Appliances.,PJ,PJA,DMD,ROEL,ANNUAL,"0,00",RSD_DMD_PJ_PJA
ROELELC101,residential electrical appliances,RSD,.DMD.,Other Electricity Other Appliances.,PJ,PJA,DMD,ROEL,ANNUAL,"0,00",RSD_DMD_PJ_PJA
ROENGSL100,Other residential,RSD,.DMD.,Rsd.Other Energy.GSL.00.Other.,PJ,PJA,DMD,ROEN,ANNUAL,"0,00",RSD_DMD_PJ_PJA
ROENGSL101,Other residential,RSD,.DMD.,Rsd.Other Energy.GSL.01.Other.,PJ,PJA,DMD,ROEN,ANNUAL,"0,00",RSD_DMD_PJ_PJA
RREFELC100,residential electrical appliances,RSD,.DMD.,Rsd.Refrigeration.ELC.00.Refrigerator.,PJ,PJA,DMD,RREF,ANNUAL,"0,00",RSD_DMD_PJ_PJA
RREFELC200,residential electrical appliances,RSD,.DMD.,Rsd.Refrigeration.ELC.00.Freezer.,PJ,PJA,DMD,RREF,ANNUAL,"0,00",RSD_DMD_PJ_PJA
RREFELC300,residential electrical appliances,RSD,.DMD.,Rsd.Refrigeration.ELC.00.Refrigerator+Freezer.,PJ,PJA,DMD,RREF,ANNUAL,"0,00",RSD_DMD_PJ_PJA
RREFELC501,residential electrical appliances,RSD,.DMD.,Refrigerator/Freezer baseline 510 lts (Ass.AB),PJ,PJA,DMD,RREF,ANNUAL,"0,00",RSD_DMD_PJ_PJA
RSDCOA00,Fuel Tech - Coal,RSD,.PRE.,Fuel Tech - Coal (RSD),PJ,PJA,PRE,RSDCOA,ANNUAL,"0,00",Fuel Tech - Coal
RSDELC00,Fuel Tech - Electricity,RSD,.PRE.,Fuel Tech - Electricity (RSD),PJ,GW,PRE,RSDELC,DAYNITE,"0,00",Fuel Tech - Electricity
RSDGEO00,Fuel Tech - Geothermal,RSD,.PRE.,Fuel Tech - Geothermal (RSD),PJ,PJA,PRE,RSDGEO,ANNUAL,"0,00",Fuel Tech - Geothermal
RSDGMX00,Fuel Tech - Natural Gas biogas mixed,RSD,.PRE.,Fuel Tech - Natural Gas biogas mixed (RSD),PJ,PJA,PRE,RSDGMX,ANNUAL,"0,00",Fuel Tech - Natural Gas biogas mixed
RSDGSL00,Fuel Tech - Gasoline,RSD,.PRE.,Fuel Tech - Gasoline (RSD),PJ,PJA,PRE,RSDGSL,ANNUAL,"0,00",Fuel Tech - Gasoline
RSDHET00,Fuel Tech 0 - Heat,RSD,.PRE.,Fuel Tech 0 - Heat (RSD),PJ,GW,PRE,RSDHET00_NRGO,DAYNITE,"0,00",Fuel Tech 0 - Heat
RSDHET01,Fuel Tech 1 - Heat,RSD,.PRE.,Fuel Tech 1 - Heat (RSD),PJ,GW,PRE,RSDHET01_NRGO,DAYNITE,"0,00",Fuel Tech 1 - Heat
RSDHET02,Fuel Tech 2 - Heat,RSD,.PRE.,Fuel Tech 2 - Heat (RSD),PJ,GW,PRE,RSDHET02_NRGO,DAYNITE,"0,00",Fuel Tech 2 - Heat
RSDLOG00,Fuel Tech - bûches,RSD,.PRE.,Fuel Tech - bûches (RSD),PJ,PJA,PRE,RSDLOG,ANNUAL,"0,00",Fuel Tech - bûches
RSDLPG00,Fuel Tech - Liquified Petroleum Gas,RSD,.PRE.,Fuel Tech - Liquified Petroleum Gas (RSD),PJ,PJA,PRE,RSDLPG,ANNUAL,"0,00",Fuel Tech - Liquified Petroleum Gas
RSDOIL00,Fuel Tech - Diesel,RSD,.PRE.,Fuel Tech - Diesel (RSD),PJ,PJA,PRE,RSDOIL,ANNUAL,"0,00",Fuel Tech - Diesel
RSDPEL00,Fuel Tech - pellets,RSD,.PRE.,Fuel Tech - pellets (RSD),PJ,PJA,PRE,RSDPEL,ANNUAL,"0,00",Fuel Tech - pellets
RSDPVELC,PV residential,RSD,.ELE.,PV residential,PJ,GW,ELE,RSDPVELC_NRGO,DAYNITE,"0,00",RSD_ELE_PJ_GW
RSDSOL00,Fuel Tech - Solar,RSD,.PRE.,Fuel Tech - Solar (RSD),PJ,PJA,PRE,RSDSOL,ANNUAL,"0,00",Fuel Tech - Solar
RW2FCOA100,residential hot water,RSD,.PRE.,Rsd.Water Heat.Dwelling.2F.COA.00.Furnace.,PJ,GW,PRE,RW2F,ANNUAL,"0,00",RSD_PRE_PJ_GW
RW2FELC100,residential hot water,RSD,.PRE.,Rsd.Water Heat.Dwelling.2F.ELC.00.Water Heater.,PJ,GW,PRE,RW2F,ANNUAL,"0,00",RSD_PRE_PJ_GW
RW2FELC101,residential hot water,RSD,.PRE.,Rsd.Water Heat.Dwelling.2F.ELC.00.Heat Pump.,PJ,GW,PRE,RW2F,ANNUAL,"0,00",RSD_PRE_PJ_GW
RW2FGMX100,residential hot water,RSD,.PRE.,Rsd.Water Heat.Dwelling.2F.GMX.00.Furnace.,PJ,GW,PRE,RW2F,ANNUAL,"0,00",RSD_PRE_PJ_GW
RW2FGMXN1,residential hot water,RSD,.PRE.,Natural gas boiler-RW2F-New1,PJ,GW,PRE,RW2F,ANNUAL,"1,00",RSD_PRE_PJ_GW
RW2FLOG100,residential hot water,RSD,.PRE.,Rsd.Water Heat.Dwelling.2F.LOG.00.Stove.,PJ,GW,PRE,RW2F,ANNUAL,"0,00",RSD_PRE_PJ_GW
